scode,sname,amccode
119466,Principal Cash Management Fund -Direct Plan - Dividend Option - Monthly,10
100898,Principal Cash Management Fund -Growth Option,10
119450,Principal Credit Opportunities Fund - Direct Plan - Growth Option,10
119449,Principal Credit Opportunities Fund - Direct Plan - Monthly Dividend Option,10
102729,Principal Credit Opportunities Fund - Regular Plan - Growth Option,10
102732,Principal Credit Opportunities Fund - Regular Plan - Monthly Dividend Option,10
119479,Principal Debt Savings Fund  - Direct Plan -Growth Option,10
102169,Principal Debt Savings Fund - Dividend - Monthly,10
102170,Principal Debt Savings Fund - Dividend - Quarterly,10
119477,Principal Debt Savings Fund - Retail Plan - Direct Plan - Dividend Option - Monthly,10
119478,Principal Debt Savings Fund - Retail Plan - Direct Plan - Dividend Option - Quarterly,10
102171,Principal Debt Savings Fund -Growth,10
119438,Principal Dividend Yield Fund - Direct Plan - Growth Option,10
119437,Principal Dividend Yield Fund- Direct Plan - Half Yearly Dividend Option,10
102808,Principal Dividend Yield Fund- Half Yearly Dividend Plan,10
102807,Principal Dividend Yield Fund-Growth Plan,10
119460,Principal Dynamic Bond Fund - Direct Plan - Dividend Option -Annually,10
119461,Principal Dynamic Bond Fund - Direct Plan - Growth Option,10
100960,Principal Dynamic Bond Fund - Dividend Option -Annual,10
100963,Principal Dynamic Bond Fund - Growth Option,10
119459,Principal Dynamic Bond Fund- Direct Plan - Dividend Option - Quarterly,10
100961,Principal Dynamic Bond Fund -Dividend Option - Quarterly,10
119441,Principal Emerging Bluechip Fund - Direct Plan - Growth Option,10
119440,Principal Emerging Bluechip Fund - Direct Plan - Half Yearly Dividend Option,10
111381,Principal Emerging Bluechip Fund - Growth Option,10
111382,Principal Emerging Bluechip Fund - Half Yearly Dividend Option,10
119470,Principal Equity Savings Fund - Direct Plan - Dividend Option - Half Yearly,10
119472,Principal Equity Savings Fund - Direct Plan - Growth Option,10
101498,Principal Equity Savings Fund - Growth Option,10
101499,Principal Equity Savings Fund - Half Yearly Dividend,10
119471,Principal Equity Savings Fund- Direct Plan - Dividend Option - Quaterly,10
101500,Principal Equity Savings Fund -Quaterly Dividend,10
119458,Principal Global Opportunities Fund- Direct Plan - Dividend Option,10
102336,Principal Global Opportunities Fund- Dividend Option,10
119457,Principal Global Opportunities Fund-Direct Plan - Growth Option,10
102337,Principal Global Opportunities Fund-Growth Option,10
119454,Principal Government Securities Fund- Direct Plan - Dividend Option - Quarterly,10
119456,Principal Government Securities Fund- Direct Plan - Dividend Option- Annually,10
119453,Principal Government Securities Fund-Direct Plan - Growth Option,10
101117,Principal Government Securities Fund-Dividend Option - Quarterly,10
101119,Principal Government Securities Fund-Dividend Option- Annually,10
101118,Principal Government Securities Fund-Growth,10
119451,Principal Growth Fund - Direct Plan -Half Yearly Dividend Option,10
100966,Principal Growth Fund- Half Yearly Dividend Option,10
119452,Principal Growth Fund-Direct Plan - Growth Option,10
100967,Principal Growth Fund-Growth Option,10
129726,Principal Index Fund- Midcap- Direct Plan - Dividend Option,10
129725,Principal Index Fund- Midcap- Direct Plan - Growth,10
129727,Principal Index Fund- Midcap- Regular Plan - Dividend Option,10
129728,Principal Index Fund- Midcap- Regular Plan - Growth,10
119488,Principal Index Fund- Nifty - Direct Plan - Growth Option,10
119487,Principal Index Fund- Nifty- Direct Plan - Dividend Option,10
100152,Principal Index Fund-Dividend,10
100153,Principal Index Fund-Growth,10
119464,Principal Large Cap Fund- Direct Plan - Growth Option,10
119465,Principal Large Cap Fund- Direct Plan - Half Yearly Dividend Option,10
103335,Principal Large Cap Fund-Growth Option,10
103334,Principal Large Cap Fund-Half Yearly Dividend Option,10
119445,Principal Low Duration Fund - Direct Plan - Daily Dividend Option,10
119448,Principal Low Duration Fund - Direct Plan - Growth Option,10
119447,Principal Low Duration Fund - Direct Plan - Monthly Dividend Option,10
119446,Principal Low Duration Fund - Direct Plan - Weekly Dividend Option,10
102723,Principal Low Duration Fund - Weekly Dividend Option,10
105461,Principal Low Duration Fund -Daily Dividend Option,10
102722,Principal Low Duration Fund- Growth Option,10
102724,Principal Low Duration Fund- Monthly Dividend Option,10
101815,Principal Personal Tax Saver Fund,10
119486,Principal Personal Tax Saver Fund - Direct Plan,10
119475,Principal Retail Money Manager Fund- Direct Plan - Dividend Option - Monthly,10
119474,Principal Retail Money Manager Fund- Direct Plan -Growth Option,10
107329,Principal Retail Money Manager Fund-Daily Dividend Option,10
107328,Principal Retail Money Manager Fund-Growth Option,10
107330,Principal Retail Money Manager Fund-Monthly Dividend Option,10
107332,Principal Retail Money Manager Fund-Weekly Dividend Option,10
103453,Principal Services Industries Fund-DIVIDEND,10
103454,Principal Services Industries Fund-GROWTH,10
119463,Principal Short Term Income Fund - Direct Plan - Dividend Plan - Monthly,10
101466,Principal Short Term Income Fund - Dividend Option - Monthly,10
119462,Principal Short Term Income Fund- Direct Plan  - Growth Option,10
101465,Principal Short Term Income Fund- Growth Plan,10
119482,Principal Smart Equity Fund - Direct Plan - Growth Option,10
119483,Principal Smart Equity Fund - Direct Plan - Monthly Dividend Option,10
114301,Principal Smart Equity Fund - Growth Option,10
114302,Principal Smart Equity Fund - Monthly Dividend Option,10
100156,Principal Tax Savings Fund,10
119489,Principal Tax Savings Fund - Direct Plan,10
134494,Quantum Dynamic Bond Fund - Direct Plan Growth Option,41
134493,Quantum Dynamic Bond Fund - Direct Plan Monthly Dividend Option,41
141061,Quantum Dynamic Bond Fund - Regular Plan Growth Option,41
141060,Quantum Dynamic Bond Fund - Regular Plan Monthly Dividend Option,41
112038,Quantum Equity Fund of Funds - Direct Plan Dividend Option,41
112039,Quantum Equity Fund of Funds - Direct Plan Growth Option,41
141062,Quantum Equity Fund of Funds - Regular Plan Dividend Option,41
141063,Quantum Equity Fund of Funds - Regular Plan Growth Option,41
107693,Quantum Gold Fund (an ETF),41
115132,Quantum Gold Savings Fund - Direct Plan Growth Option,41
141064,Quantum Gold Savings Fund - Regular Plan Growth Option,41
103736,Quantum Liquid Fund - Direct Plan Daily Dividend Re-investment Option,41
103734,Quantum Liquid Fund - Direct Plan Growth Option,41
103735,Quantum Liquid Fund - Direct Plan Monthly Dividend Option,41
141065,Quantum Liquid Fund - Regular Plan Daily Dividend Re-Investment Option,41
141066,Quantum Liquid Fund - Regular Plan Growth Option,41
141067,Quantum Liquid Fund - Regular Plan Monthly Dividend Option,41
103491,Quantum Long Term Equity Fund - Direct Plan Dividend Option,41
103490,Quantum Long Term Equity Fund - Direct Plan Growth Option,41
141069,Quantum Long Term Equity Fund - Regular Plan Dividend Option,41
141068,Quantum Long Term Equity Fund - Regular Plan Growth Option,41
117608,Quantum Multi Asset Fund - Direct Plan Growth Option,41
141072,Quantum Multi Asset Fund - Regular Plan Growth Option,41
108479,Quantum Nifty ETF,41
111550,Quantum Tax Saving Fund - Direct Plan Dividend Option,41
111549,Quantum Tax Saving Fund - Direct Plan Growth Option,41
141071,Quantum Tax Saving Fund - Regular Plan Dividend Option,41
141070,Quantum Tax Saving Fund - Regular Plan Growth Option,41
118804,Reliance Annual Interval Fund - Series I - Direct Plan Growth Plan - Growth,21
118587,Reliance Arbitrage Advantage Fund - Direct Plan Dividend Plan,21
118585,Reliance Arbitrage Advantage Fund - Direct Plan Growth Plan - Growth Option,21
113346,Reliance Arbitrage Advantage Fund - Dividend Plan,21
113345,Reliance Arbitrage Advantage Fund - Growth Plan - Growth Option,21
128821,Reliance Arbitrage Advantage Fund- Direct Plan- Monthly dividend Plan,21
128820,Reliance Arbitrage Advantage Fund-Monthly dividend Plan,21
134555,Reliance Banking  & PSU Debt Fund- Direct Plan-Dividend Plan,21
134552,Reliance Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option,21
134547,Reliance Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option,21
134550,Reliance Banking  & PSU Debt Fund- Direct Plan-Monthly Dividend Plan,21
134556,Reliance Banking  & PSU Debt Fund- Direct Plan-Quarterly Dividend Plan,21
134554,Reliance Banking  & PSU Debt Fund- Direct Plan-Weekly Dividend Plan,21
134548,Reliance Banking  & PSU Debt Fund- Dividend Plan,21
134546,Reliance Banking  & PSU Debt Fund- Growth Plan- Bonus Option,21
134545,Reliance Banking  & PSU Debt Fund- Growth Plan- Growth Option,21
134549,Reliance Banking  & PSU Debt Fund- Monthly Dividend Plan,21
134551,Reliance Banking  & PSU Debt Fund -Quarterly Dividend Plan,21
134553,Reliance Banking  & PSU Debt Fund- Weekly Dividend Plan,21
118591,Reliance Banking Fund - Direct Plan Dividend Plan,21
118588,Reliance Banking Fund - Direct Plan Growth Plan - Bonus Option,21
118589,Reliance Banking Fund - Direct Plan Growth Plan - Growth Option,21
101864,Reliance Banking Fund-Dividend Plan-Dividend Option,21
101863,Reliance Banking Fund-Growth Plan-Bonus Option,21
101862,Reliance Banking Fund-Growth Plan-Growth Option,21
130051,Reliance Corporate Bond Fund - Bonus Option,21
130052,Reliance Corporate Bond Fund - Direct Plan - Bonus Option,21
130054,Reliance Corporate Bond Fund - Direct Plan - Dividend Plan,21
130050,Reliance Corporate Bond Fund - Direct Plan - Growth Option,21
130055,Reliance Corporate Bond Fund - Direct Plan - Quarterly Dividend Plan,21
130053,Reliance Corporate Bond Fund - Dividend Plan,21
130037,Reliance Corporate Bond Fund - Growth Option,21
130056,Reliance Corporate Bond Fund - Quarterly Dividend Plan,21
118760,Reliance Diversified Power Sector Fund - Direct Plan Dividend Plan,21
118762,Reliance Diversified Power Sector Fund - Direct Plan Growth Plan - Bonus Option,21
118763,Reliance Diversified Power Sector Fund - Direct Plan Growth Plan - Growth Option,21
101264,Reliance Diversified Power Sector Fund-Dividend Plan,21
101262,Reliance Diversified Power Sector Fund-Growth Plan -Growth Option,21
101263,Reliance Diversified Power Sector Fund-Growth Plan-Bonus Option,21
118750,Reliance Dynamic Bond Fund - Direct Plan Dividend Plan,21
118747,Reliance Dynamic Bond Fund - Direct Plan Growth Plan - Growth Option,21
118749,Reliance Dynamic Bond Fund - Direct Plan Quarterly Dividend Plan,21
102851,Reliance Dynamic Bond Fund-Dividend Plan,21
102849,Reliance Dynamic Bond Fund-Growth Plan-Growth Option,21
117974,Reliance Dynamic Bond Fund-Quarterly Dividend Plan,21
106252,Reliance Equity Opportunities  Fund Institutional Dividend Plan,21
106253,Reliance Equity Opportunities  Fund Institutional Plan Growth Plan Growth Option,21
101163,Reliance Equity Opportunities  Fund-Dividend Plan,21
101162,Reliance Equity Opportunities  Fund-Growth Plan-Bonus Option,21
101161,Reliance Equity Opportunities  Fund-Growth Plan-Growth Option,21
118652,Reliance Equity Opportunities Fund - Direct Plan Dividend Plan,21
118651,Reliance Equity Opportunities Fund - Direct Plan Growth Plan - Bonus Option,21
118650,Reliance Equity Opportunities Fund - Direct Plan Growth Plan - Growth Option,21
134595,Reliance Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option,21
134594,Reliance Equity Savings Fund- Direct Plan- Growth Plan-Growth Option,21
134601,Reliance Equity Savings Fund- Direct Plan- Quarterly Dividend Plan,21
134597,Reliance Equity Savings Fund- Direct Plan-Dividend Plan,21
134599,Reliance Equity Savings Fund- Direct Plan-Monthly Dividend Plan,21
134596,Reliance Equity Savings Fund- Dividend Plan,21
134602,Reliance Equity Savings Fund- Growth Plan- Bonus Option,21
134593,Reliance Equity Savings Fund- Growth Plan- Growth Option,21
134598,Reliance Equity Savings Fund- Monthly Dividend Plan,21
134600,Reliance Equity Savings Fund- Quarterly Dividend Plan,21
140087,Reliance ETF Bank BeES,21
128331,Reliance ETF Consumption,21
128639,Reliance ETF Dividend Opportunities,21
140088,Reliance ETF Gold BeES,21
140095,Reliance ETF Hang Seng BeES,21
140102,Reliance ETF Infra BeES,21
140085,Reliance ETF Junior BeES,21
140086,Reliance ETF Liquid BeES,21
139496,Reliance ETF Long Term Gilt,21
121146,Reliance ETF Nifty 100,21
140084,Reliance ETF Nifty BeES,21
134782,Reliance ETF NV20 ETF,21
140089,Reliance ETF PSU Bank BeES,21
131331,Reliance ETF Sensex,21
140094,Reliance ETF Shariah BeES,21
102676,Reliance Floating Rate Fund - Short Term Plan - Daily Dividend Reinvestment Option,21
118654,Reliance Floating Rate Fund - Short Term Plan - Direct Plan Daily Dividend Reinvestment Option,21
118656,Reliance Floating Rate Fund - Short Term Plan - Direct Plan Growth Plan - Growth Option,21
118655,Reliance Floating Rate Fund - Short Term Plan - Direct Plan Monthly Dividend Plan,21
118661,Reliance Floating Rate Fund - Short Term Plan - Direct Plan Quarterly Dividend Plan,21
118660,Reliance Floating Rate Fund - Short Term Plan - Direct Plan Weekly Dividend Plan,21
102673,Reliance Floating Rate Fund - Short Term Plan - Growth Plan-Growth Option,21
102675,Reliance Floating Rate Fund - Short Term Plan - Monthly Dividend Plan,21
112942,Reliance Floating Rate Fund - Short Term Plan - Quarterly Dividend Plan,21
102677,Reliance Floating Rate Fund - Short Term Plan - Weekly Dividend Plan,21
124590,Reliance Floating Rate Fund-Short Term Plan -Direct Plan -Dividend Plan,21
124589,Reliance Floating Rate Fund-Short Term Plan-Dividend Plan,21
118640,Reliance Focused Large Cap Fund - Direct Plan Dividend Plan,21
118641,Reliance Focused Large Cap Fund - Direct Plan Growth Plan - Bonus Option,21
118643,Reliance Focused Large Cap Fund - Direct Plan Growth Plan - Growth Option,21
103749,Reliance Focused Large Cap Fund-Dividend Plan,21
103748,Reliance Focused Large Cap Fund-Growth Plan-Bonus Option,21
103747,Reliance Focused Large Cap Fund-Growth Plan-Growth Option,21
118674,Reliance Gilt Securities Fund - Direct Plan - P F Option - Automatic Annual Reinvest Option,21
118669,Reliance Gilt Securities Fund - Direct Plan - P F Option - Automatic Capital Appreciation Payout Option,21
118673,Reliance Gilt Securities Fund - Direct Plan - P F Option - Defined Maturity Date Option,21
118672,Reliance Gilt Securities Fund - Direct Plan Growth Plan - Growth Option,21
118670,Reliance Gilt Securities Fund - Direct Plan- Monthly Dividend Plan,21
109717,Reliance Gilt Securities Fund - Institutional Plan-Growth Plan -Growth Option,21
133265,Reliance Gilt Securities Fund- Direct Plan- Growth Plan- Bonus Option,21
109720,Reliance Gilt Securities Fund -Growth Plan - Growth Option,21
133264,Reliance Gilt Securities Fund- Growth Plan- Bonus Option,21
109723,Reliance Gilt Securities Fund -Monthly Dividend Plan,21
109716,Reliance Gilt Securities Fund -P F Option-Automatic Annual Reinvest Option,21
109721,Reliance Gilt Securities Fund -P F Option-Defined Maturity Date Option,21
109718,Reliance Gilt Securities Fund-Institutional Plan-P F Option-Automatic Capital Appreciation Payout Option,21
109724,Reliance Gilt Securities Fund-P F Option-Automatic Capital Appreciation Payout Option,21
118662,Reliance Gold Savings Fund - Direct Plan Dividend Plan,21
118663,Reliance Gold Savings Fund - Direct Plan Growth Plan - Growth Option,21
114617,Reliance Gold Savings Fund-Dividend Plan,21
114616,Reliance Gold Savings Fund-Growth plan- Growth Option,21
118666,Reliance Growth Fund - Direct Plan Dividend Plan,21
118665,Reliance Growth Fund - Direct Plan Growth Plan - Bonus Option,21
118668,Reliance Growth Fund - Direct Plan Growth Plan - Growth Option,21
106260,Reliance Growth Fund Institutional Plan Dividend Plan,21
100375,Reliance Growth Fund-Dividend Plan-(D),21
100376,Reliance Growth Fund-Growth Plan-Bonus Option,21
100377,Reliance Growth Fund-Growth Plan-Growth Option,21
100386,Reliance Income Fund - Annual Dividend Plan,21
118680,Reliance Income Fund - Direct Plan Annual Dividend Plan,21
118687,Reliance Income Fund - Direct Plan Growth Plan - Growth Option,21
118679,Reliance Income Fund - Direct Plan Growth Plan-Bonus Option,21
118681,Reliance Income Fund - Direct Plan Half Yearly Dividend Plan,21
118683,Reliance Income Fund - Direct Plan Monthly Dividend Plan,21
118684,Reliance Income Fund - Direct Plan Quarterly Dividend Plan,21
100388,Reliance Income Fund - Growth Plan Bonus Option,21
100387,Reliance Income Fund - Growth Plan Growth Option,21
100385,Reliance Income Fund - Half Yearly Dividend Plan,21
100383,Reliance Income Fund - Monthly Dividend Plan,21
100384,Reliance Income Fund - Quarterly Dividend Plan,21
118742,Reliance Index Fund - Nifty Plan - Direct Plan Growth Plan - Bonus Option,21
118741,Reliance Index Fund - Nifty Plan - Direct Plan Growth Plan - Growth Option,21
118745,Reliance Index Fund - Nifty Plan - Direct Plan Half Yearly Dividend Plan,21
118740,Reliance Index Fund - Nifty Plan - Direct Plan Quarterly Dividend Plan,21
118743,Reliance Index Fund - Nifty Plan - Direct Plan Yearly Dividend Plan,21
113297,Reliance Index Fund - Nifty Plan - Growth Plan - Bonus Option,21
113296,Reliance Index Fund - Nifty Plan - Growth Plan - Growth Option,21
113298,Reliance Index Fund - Nifty Plan - Quarterly Dividend Plan,21
113300,Reliance Index Fund - Nifty Plan- Annual Dividend Plan,21
113299,Reliance Index Fund - Nifty Plan- Half Yearly Dividend Plan,21
113295,Reliance Index Fund - Sensex Plan - Annual Dividend Plan,21
118786,Reliance Index Fund - Sensex Plan - Direct Plan - Annual Dividend Plan,21
118788,Reliance Index Fund - Sensex Plan - Direct Plan - Half Yearly Dividend Plan,21
118790,Reliance Index Fund - Sensex Plan - Direct Plan - Quarterly Dividend Plan,21
118785,Reliance Index Fund - Sensex Plan - Direct Plan Growth Plan - Bonus Option,21
118791,Reliance Index Fund - Sensex Plan - Direct Plan Growth Plan - Growth Option,21
113270,Reliance Index Fund - Sensex Plan - Growth Plan - Bonus Option,21
113269,Reliance Index Fund - Sensex Plan - Growth Plan - Growth Option,21
113294,Reliance Index Fund - Sensex Plan - Half Yearly Dividend Plan,21
113271,Reliance Index Fund - Sensex Plan - Quarterly Dividend Plan,21
124679,Reliance Interval Fund - II - Series 1 -Direct Plan -Growth Option,21
124681,Reliance Interval Fund - II - Series 1 -Dividend Option,21
124678,Reliance Interval Fund - II - Series 1 -Growth Plan,21
124751,Reliance Interval Fund - II - Series 2 - Direct Plan - Dividend Plan - Dividend Option,21
124749,Reliance Interval Fund - II - Series 2 - Direct Plan - Growth Plan - Growth Option,21
124750,Reliance Interval Fund - II - Series 2 - Dividend Plan - Dividend Option,21
124748,Reliance Interval Fund - II - Series 2 - Growth Plan - Growth Option,21
124755,Reliance Interval Fund - II - Series 3 - Direct Plan - Dividend Plan - Dividend Option,21
124753,Reliance Interval Fund - II - Series 3 - Direct Plan - Growth Plan - Growth Option,21
124754,Reliance Interval Fund - II - Series 3 - Dividend Plan - Dividend Option,21
124752,Reliance Interval Fund - II - Series 3 - Growth Plan - Growth Option,21
124876,Reliance Interval Fund - II - Series 4-Direct Plan-Growth Plan -Growth Option,21
124877,Reliance Interval Fund - II - Series 4-Dividend Plan -Dividend Option,21
124874,Reliance Interval Fund - II - Series 4-Growth Plan-Growth Option,21
118621,Reliance Interval Fund - Quarterly Plan - Series I - Direct Plan Dividend Plan - Dividend Payout Option,21
118623,Reliance Interval Fund - Quarterly Plan - Series I - Direct Plan Growth Plan - Growth,21
105660,Reliance Interval Fund Annual Interval Fund Series-I -Dividend Option,21
105663,Reliance Interval Fund Annual Interval Fund Series-I- Growth Option,21
105661,Reliance Interval Fund Annual Interval Fund Series-I-Retail Plan Growth Option,21
105662,Reliance Interval Fund Annual Interval Fund Series-I-Retail Plan-Dividend Option,21
105230,Reliance Interval Fund-Monthly Interval Fund-Series-I -Dividend Option,21
105229,Reliance Interval Fund-Monthly Interval Fund-Series-I- Growth Option,21
105401,Reliance Interval Fund-Monthly Interval Fund-Series-II -Dividend Option,21
105400,Reliance Interval Fund-Monthly Interval Fund-Series-II -Growth Option,21
105402,Reliance Interval Fund-Monthly Interval Fund-Series-II-Institutional Plan-Dividend Option,21
105232,Reliance Interval Fund-Monthly Interval Fund-Series-I-Institutional Plan-Dividend Option,21
105691,Reliance Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan -Dividend Option,21
105692,Reliance Interval Fund-Quarterly Interval Fund Series-II-Dividend Option,21
105689,Reliance Interval Fund-Quarterly Interval Fund Series-II-Growth Option,21
105433,Reliance Interval Fund-Quarterly Interval Fund-Series-I - Growth Option,21
105434,Reliance Interval Fund-Quarterly Interval Fund-Series-I -Dividend Option,21
105885,Reliance Interval Fund-Quarterly Interval Fund-Series-III- Dividend Option,21
105884,Reliance Interval Fund-Quarterly Interval Fund-Series-III- Growth Option,21
105883,Reliance Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Dividend Option,21
105882,Reliance Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Growth Option,21
105436,Reliance Interval Fund-Quarterly Interval Fund-Series-I-Institutional Plan-Dividend Option,21
130864,Reliance Japan Equity Fund- Direct Plan- Dividend Plan,21
130861,Reliance Japan Equity Fund- Direct Plan- Growth Plan- Bonus Option,21
130860,Reliance Japan Equity Fund- Direct Plan- Growth Plan- Growth Option,21
130859,Reliance Japan Equity Fund- Dividend Plan,21
130858,Reliance Japan Equity Fund- Growth Plan- Bonus Option,21
130863,Reliance Japan Equity Fund- Growth Plan- Growth Option,21
118610,Reliance Liquid Fund - Cash Plan - Direct Plan - Growth Plan - Growth Option,21
118618,Reliance Liquid Fund - Cash Plan - Direct Plan Daily Dividend Reinvestment Option,21
118609,Reliance Liquid Fund - Cash Plan - Direct Plan Monthly Dividend Plan,21
118612,Reliance Liquid Fund - Cash Plan - Direct Plan Quarterly Dividend Plan,21
118611,Reliance Liquid Fund - Cash Plan - Direct Plan Weekly Dividend Reinvestment Option,21
118695,Reliance Liquid Fund - Treasury Plan - Direct Plan Daily Dividend Reinvestment Option,21
118701,Reliance Liquid Fund - Treasury Plan - Direct Plan Growth Plan - Growth Option,21
118696,Reliance Liquid Fund - Treasury Plan - Direct Plan Monthly Dividend Plan,21
118698,Reliance Liquid Fund - Treasury Plan - Direct Plan Quarterly Dividend Plan,21
118700,Reliance Liquid Fund - Treasury Plan - Direct Plan Weekly Dividend Reinvestment Option,21
100849,Reliance Liquid Fund-Cash Plan-Daily Dividend Reinvestment Option,21
100845,Reliance Liquid Fund-Cash Plan-Growth Plan,21
114251,Reliance Liquid Fund-Cash Plan-Monthly Dividend Plan,21
114252,Reliance Liquid Fund-Cash Plan-Quarterly Dividend Plan,21
100848,Reliance Liquid Fund-Cash Plan-Weekly Dividend Reinvestment Option,21
112340,Reliance Liquid Fund-Treasury Plan - Quarterly Dividend Plan,21
100852,Reliance Liquid Fund-Treasury Plan -Daily Dividend Reinvestment Option,21
100851,Reliance Liquid Fund-Treasury Plan -Growth Plan,21
100855,Reliance Liquid Fund-Treasury Plan -Monthly Dividend Plan,21
100853,Reliance Liquid Fund-Treasury Plan -Weekly Dividend Reinvestment Option,21
100842,Reliance Liquid Fund-Treasury Plan-Retail Option - Daily Dividend Reinvestmetn Option,21
100837,Reliance Liquid Fund-Treasury Plan-Retail Option - Growth Plan,21
100838,Reliance Liquid Fund-Treasury Plan-Retail Plan - Weekly Dividend Reinvestment Option,21
100843,Reliance Liquid Fund-Treasury Plan-Retail Plan Monthly Dividend Plan,21
100844,Reliance Liquid Fund-Treasury Plan-Retail Plan Quarterly Dividend Plan,21
118718,Reliance Liquidity Fund - Direct Plan Daily Dividend Reinvestment Option,21
118715,Reliance Liquidity Fund - Direct Plan Growth Plan - Bonus Option,21
118719,Reliance Liquidity Fund - Direct Plan Growth Plan - Growth Option,21
118720,Reliance Liquidity Fund - Direct Plan Monthly Dividend Plan,21
118716,Reliance Liquidity Fund - Direct Plan Quarterly Dividend Plan,21
118717,Reliance Liquidity Fund - Direct Plan Weekly Dividend Reinvestment Option,21
103050,Reliance Liquidity Fund-Dividend Plan-Daily Dividend Reinvestment Option,21
103052,Reliance Liquidity Fund-Dividend Plan-Monthly Dividend Plan,21
112341,Reliance Liquidity Fund-Dividend Plan-Quarterly Dividend Plan,21
103051,Reliance Liquidity Fund-Dividend Plan-Weekly Dividend Reinvesment Option,21
103049,Reliance Liquidity Fund-Growth Plan-Bonus Option,21
103048,Reliance Liquidity Fund-Growth Plan-Growth Option,21
118725,Reliance Media & Entertainment Fund - Direct Plan Dividend Plan,21
118722,Reliance Media & Entertainment Fund - Direct Plan Growth Plan - Bonus,21
118724,Reliance Media & Entertainment Fund - Direct Plan Growth Plan - Growth Option,21
102753,Reliance Media & Entertainment Fund-Dividend Plan,21
102752,Reliance Media & Entertainment Fund-Growth Plan-Bonus Option,21
102751,Reliance Media & Entertainment Fund-Growth Plan-Growth Option,21
125266,Reliance Medium Term Fund - Direct Plan - Dividend Plan,21
118808,Reliance Medium Term Fund - Direct Plan Daily Dividend Reinvestment Option,21
118807,Reliance Medium Term Fund - Direct Plan Growth Plan - Bonus,21
118814,Reliance Medium Term Fund - Direct Plan Growth Plan - Growth Option,21
118809,Reliance Medium Term Fund - Direct Plan Monthly Dividend Plan,21
118811,Reliance Medium Term Fund - Direct Plan Quarterly Dividend Plan,21
118812,Reliance Medium Term Fund - Direct Plan Weekly Dividend Plan,21
125267,Reliance Medium Term Fund - Dividend Plan,21
100859,Reliance Medium Term Fund - Growth Plan - Bonus Option,21
100856,Reliance Medium Term Fund - Growth Plan - Growth Option,21
100857,Reliance Medium Term Fund - Monthly Dividend Plan,21
100858,Reliance Medium Term Fund - Quarterly Dividend Plan,21
109472,Reliance Medium Term Fund- Daily Dividend Reinvestment Plan,21
109473,Reliance Medium Term Fund- Weekly Dividend Plan,21
118693,Reliance Mid & Small Cap Fund - Direct Plan Dividend Plan,21
118692,Reliance Mid & Small Cap Fund - Direct Plan Growth Plan - Growth Option,21
104638,Reliance Mid & Small Cap Fund -Dividend Plan,21
104637,Reliance Mid & Small Cap Fund -Growth Plan -Growth Option,21
125264,Reliance Money Manager Fund - Direct Plan - Dividend Plan,21
118703,Reliance Money Manager Fund - Direct Plan Daily Dividend Reinvestment Option,21
118702,Reliance Money Manager Fund - Direct Plan Growth Plan - Bonus Option,21
118709,Reliance Money Manager Fund - Direct Plan Growth Plan - Growth Option,21
118704,Reliance Money Manager Fund - Direct Plan Monthly Dividend Plan,21
118705,Reliance Money Manager Fund - Direct Plan Quarterly Dividend Plan,21
118706,Reliance Money Manager Fund - Direct Plan Weekly Dividend Plan,21
125265,Reliance Money Manager Fund - Dividend Plan,21
111744,Reliance Money Manager Fund - Retail Plan - Daily Dividend Reinvestment Option,21
111748,Reliance Money Manager Fund - Retail Plan - Growth Plan - Growth Option,21
111743,Reliance Money Manager Fund - Retail Plan - Growth Plan -Bonus Option,21
111751,Reliance Money Manager Fund - Retail Plan - Monthly Dividend Plan,21
111752,Reliance Money Manager Fund - Retail Plan - Quarterly Dividend Plan,21
111745,Reliance Money Manager Fund - Retail Plan - Weekly Dividend Plan,21
111747,Reliance Money Manager Fund -Daily Dividend Reinvestment Option,21
111753,Reliance Money Manager Fund- Growth Plan - Growth Option,21
111746,Reliance Money Manager Fund -Growth Plan -Bonus Option,21
111749,Reliance Money Manager Fund -Monthly Dividend Plan,21
111750,Reliance Money Manager Fund -Quarterly Dividend Plan,21
111754,Reliance Money Manager Fund -Weekly Dividend Plan,21
118726,Reliance Monthly Income Plan - Direct Plan Growth Plan - Growth Option,21
118727,Reliance Monthly Income Plan - Direct Plan Monthly Dividend Plan,21
118729,Reliance Monthly Income Plan - Direct Plan Quarterly Dividend Plan,21
102172,Reliance Monthly Income Plan-Growth Plan,21
102173,Reliance Monthly Income Plan-Monthly Dividend Plan,21
102174,Reliance Monthly Income Plan-Quarterly Diviend Plan,21
118596,Reliance Monthly Interval Fund - Series I - Direct Plan Dividend Plan - Dividend Payout Option,21
118598,Reliance Monthly Interval Fund - Series I - Direct Plan Growth Plan - Growth,21
118594,Reliance Monthly Interval Fund - Series II - Direct Plan Dividend Plan - Dividend Payout Option,21
118595,Reliance Monthly Interval Fund - Series II - Direct Plan Growth Plan - Growth,21
118738,Reliance NRI Equity Fund - Direct Plan Dividend Plan,21
